Geneid	length	WT_Pmm2_5_4	WT_Pmm2_5_3	WT_Pmm2_5_2	Mutant_Pmm2_5_5	Mutant_Pmm2_5_2	Mutant_Pmm2_5_4	Mutant_Pmm2_5_1	Mutant_Pmm2_5_3
rapgef5b	1150	102	289	307	156	114	27	20	238
LOC567790	14250	921	2750	591	631	406	96	225	455
LOC101885538	1033	41	142	27	22	4	0	6	0
sp8b	3242	191	406	544	545	251	85	110	306
abcb5	5261	522	1044	6202	7353	4426	889	1649	2468
LOC108179597	835	21	30	22	0	0	0	0	0
macc1	3606	159	397	651	628	506	111	180	418
tmem196b	1720	79	297	78	93	106	8	10	44
twist1b	2110	113	282	356	477	135	45	114	182
LOC101885943	816	55	271	86	76	70	7	22	0
hdac9b	4802	273	669	1496	990	693	187	366	747
ahr1a	3079	207	591	354	262	66	37	61	245
ankrd28b	4464	418	918	2761	2622	1167	283	661	1262
c16h2orf66	443	37	155	25	37	20	4	4	0
hacl1	2454	174	519	640	602	151	50	105	397
colq	4362	277	773	859	677	567	44	165	467
plekha8	2272	200	554	851	738	411	103	156	332
fkbp14	1450	71	234	362	288	154	63	87	217
si:dkeyp-86h10.3	2115	94	229	644	818	434	40	219	355
chn2	2149	153	434	545	502	217	90	114	299
cpvl	1687	197	462	1059	634	415	102	177	325
creb5b	2029	198	322	916	710	345	91	111	580
LOC110437981	2416	91	214	102	83	23	16	25	70
jazf1b	4879	297	485	1638	1374	644	184	316	727
tax1bp1b	3315	386	1003	5478	5247	3823	658	1145	2273
hibadhb	1378	140	308	1573	1498	917	135	310	805
LOC101886298	1690	90	277	72	105	36	2	16	139
hoxa13b	1543	76	169	177	111	54	26	34	132
hoxa11b	852	73	166	273	121	88	20	41	9
hoxa10b	2275	89	234	576	523	195	55	119	101
mir196d	72	2	36	0	0	0	0	2	0
hoxa9b	1892	79	223	546	436	236	37	110	212
hoxa2b	1798	134	222	383	283	137	37	98	57
skap2	1493	164	358	188	187	122	34	35	249
snx10b	2241	100	276	23	123	55	16	20	107
cbx3b	2701	154	317	1067	1258	640	122	222	490
si:dkey-271j15.3	1806	108	290	230	142	16	13	34	138
pde11al	3609	202	618	316	306	207	32	99	149
c16h7orf31	843	81	175	47	45	0	0	4	0
osbpl3b	4091	394	994	1337	1154	547	123	240	555
dfna5b	3695	195	531	1086	929	516	96	121	443
mpp6a	5714	314	743	2933	2780	1332	262	538	2003
LOC103908923	739	37	108	4	10	0	0	0	20
stk31	3148	180	591	110	84	14	13	7	93
ddr1	7503	556	1026	3508	2873	1538	415	829	1423
gnl1	1977	5	23	1	4	20	1	12	0
si:ch211-154o6.2	3574	12	28	40	47	17	5	11	1
si:ch211-154o6.3	2087	1	26	22	20	0	0	0	0
si:ch211-154o6.4	2083	1	27	6	19	36	7	15	2
cops7a	1195	5	3	2	91	20	7	19	13
si:ch73-86n18.1	1098	2	9	0	12	0	0	3	1
LOC101882614	1959	1	2	0	0	0	0	0	0
trim108	2151	6	23	1	1	1	0	0	0
dicp3.3	995	4	20	0	20	12	1	5	29
LOC100536667	840	12	10	0	0	0	0	0	0
zmp:0000000608	1385	39	134	0	63	10	1	0	9
LOC100006926	1694	39	172	11	57	9	6	0	0
dicp3.1	1886	69	225	61	85	13	10	17	64
setdb1b	4840	473	1082	2603	1712	964	188	534	792
znf687a	6193	354	843	1064	824	575	154	207	620
si:dkey-71b5.7	6699	464	1204	2545	1929	933	243	440	1105
LOC100536995	1346	65	182	715	640	234	36	107	230
LOC108179599	568	29	110	299	158	66	20	63	125
LOC110437983	593	34	141	113	17	48	8	4	0
LOC103908925	4710	202	593	1918	1015	513	104	282	639
LOC108179594	5495	245	540	768	638	275	97	237	412
LOC110437984	963	61	220	275	301	189	57	40	129
LOC110437985	633	11	54	26	6	23	4	5	0
il6r	4005	197	563	645	471	245	51	77	413
atp8b2	8682	438	1076	758	750	559	155	182	499
aqp10a	1433	62	182	262	272	135	35	26	107
si:dkey-92i15.4	4897	140	364	403	358	162	62	73	214
LOC103908927	435	44	160	53	22	0	6	13	55
zgc:123238	982	77	242	448	393	181	37	79	102
tuft1a	3237	153	317	1673	1555	1335	192	330	508
LOC101885445	3142	104	369	32	62	0	0	12	0
wu:fb59e12	1755	0	1	0	0	0	0	0	0
LOC101885506	2125	2	33	0	0	0	0	0	0
LOC110437986	1756	0	0	0	0	0	0	0	0
LOC101884583	1029	0	0	0	0	0	0	0	0
LOC100333042	635	0	0	0	0	0	0	0	0
LOC561423	6816	14	38	45	11	30	0	6	1
LOC101884810	439	1	3	7	0	0	0	0	0
she	1800	146	359	597	663	380	59	181	279
chrnb2b	4578	338	492	1090	1102	286	140	251	503
s100t	721	86	134	1324	1120	790	101	159	546
si:ch211-105c13.3	2122	118	341	2668	3510	1718	224	541	1193
tlr19	3873	129	431	74	53	0	2	9	106
LOC110437753	4129	159	560	54	96	28	8	13	34
pbxip1b	5650	480	1292	3846	3326	2263	303	668	1817
lenep	723	71	83	229	13	93	21	2	11
shc1	9563	770	1572	3784	2994	1491	274	704	2183
flad1	2617	164	493	573	683	436	77	99	94
si:dkey-246i14.3	3507	149	460	264	402	144	34	96	307
si:ch73-233c7.1	1979	0	6	9	22	0	0	0	0
efna3b	2013	170	399	706	583	303	58	186	28
efna1b	1804	141	289	1112	960	554	165	269	326
slc50a1	1973	134	424	344	523	267	82	106	634
LOC101882254	230	16	60	0	1	0	0	0	84
si:dkey-247k7.2	673	94	233	1877	5221	4632	691	579	2819
trim46a	6097	578	1065	2703	2020	925	180	319	2240
krtcap2	700	47	187	659	961	591	179	170	769
s100a10b	663	108	163	2679	3817	2899	472	696	1909
s100w	754	38	132	246	443	157	30	70	179
icn	417	144	120	5369	6416	3909	650	957	3326
icn2	439	48	96	2835	2509	1606	327	349	1583
snx27b	5377	335	884	2326	2114	743	151	534	794
adar	7551	492	1129	3477	3163	1774	403	881	1724
kcnn3	3846	336	475	862	748	360	98	252	472
LOC103908928	2378	75	181	95	83	84	6	21	1
rps27.2	520	326	137	9255	8313	5251	1325	1506	4127
rab13	1700	121	441	456	482	288	38	58	289
si:dkey-7f3.9	3985	374	668	1180	764	347	117	261	756
nbn	2457	273	770	806	546	289	72	143	467
osgin2	4311	216	583	332	372	173	55	75	282
gtpbp10	2428	169	590	397	674	323	95	194	320
apoa4b.1	1194	370	157	18112	28765	14531	3016	3715	14493
LOC100005908	1247	56	140	3	44	21	5	10	0
apoa4b.3	1091	42	108	336	932	915	173	133	352
si:dkey-7f3.14	911	59	123	18	2	0	0	11	24
apoa4b.2	1209	141	148	5669	10900	6150	847	1809	4875
apoeb	1618	434	290	17251	27480	17984	3167	4325	11731
apoc1	784	150	132	10108	5921	4763	552	803	2673
apoc4	494	53	98	22	14	0	6	0	67
apoa2	664	627	137	33814	25684	9431	3308	2545	9916
apoc2	798	165	200	6541	7663	3306	609	868	4856
bcam	8878	590	1180	9594	8139	4701	843	1843	4202
rps19	473	423	187	37118	33127	23356	4964	5572	15189
cadm4	3620	323	681	3154	2569	1291	297	650	1223
si:ch211-79k12.1	1600	133	325	656	741	521	58	135	102
si:ch211-79k12.2	3321	204	412	640	576	179	118	221	231
LOC101883232	2086	137	417	121	181	52	12	26	79
si:dkey-56f14.4	1689	88	260	1245	769	354	90	168	478
fxyd6l	1282	139	242	3593	2990	1648	346	608	1483
si:dkey-56f14.7	2478	116	343	1716	1453	568	125	247	585
pon1	3791	177	529	403	514	227	67	117	247
pon3.2	1154	55	234	181	251	133	18	29	119
pon3.1	1152	61	222	500	439	227	81	59	195
pon2	1150	66	160	394	353	170	40	59	44
ywhabl	1903	626	469	17273	17141	7617	1844	3727	6431
negaly6	1255	42	197	431	259	81	16	29	97
LOC110438015	880	37	124	0	27	0	2	6	0
smg9	2358	198	513	566	327	312	76	169	424
si:dkey-79d12.4	3415	159	386	167	101	67	19	49	88
kcnn4	3428	177	562	152	120	76	13	18	94
LOC110437987	189	8	10	13	2	13	0	0	3
si:dkey-79d12.5	4023	159	541	579	2076	1607	226	276	1014
mirlet7d-1	97	13	12	27	41	7	7	3	0
mir125a-1	83	4	16	0	13	0	0	0	0
spaca6	3130	145	488	226	106	79	20	16	166
has1	2389	178	401	38	73	56	3	12	130
fpr1	2474	101	196	98	165	81	5	25	77
si:dkeyp-84f3.5	4012	228	580	1888	1568	650	139	330	492
znf1035	9504	573	1023	9289	7616	3380	840	1726	3007
im:7147486	4491	267	591	1958	1922	792	137	302	1224
si:dkeyp-84f3.9	3355	191	375	1049	930	299	80	133	174
try	855	814	162	43604	31347	23522	7189	3832	11493
LOC110437988	4861	247	533	64	96	63	0	19	0
si:ch211-261d7.3	2953	168	394	1096	717	454	94	271	588
zgc:66448	4260	270	545	2199	1960	805	190	457	842
si:ch211-261d7.6	5968	285	624	1024	536	414	90	207	479
zgc:92590	859	81	188	6	0	2	2	5	29
LOC103908930	1022	59	131	0	0	12	0	1	43
znf576.2	9060	609	1616	3771	3003	1746	275	858	1923
wu:fe05a04	3411	234	630	548	698	269	68	109	558
hcst	916	34	165	46	97	40	1	6	0
tyrobp	1769	93	370	110	103	38	4	5	186
zgc:110182	1439	119	215	201	462	204	36	62	261
klhl38b	2178	155	310	454	505	567	195	115	297
fbxo32	1752	129	283	604	461	1268	239	81	156
prelid3a	1459	64	219	407	125	109	34	74	65
si:dkey-29h14.10	1789	90	233	9	37	40	0	6	78
tbc1d31	3694	271	738	682	346	281	34	77	436
dync1i1	2753	286	705	1134	863	439	70	235	734
mir30d	128	16	40	15	6	7	3	0	0
mir30b	88	29	22	0	0	9	2	1	0
rbfa	1386	79	285	158	134	169	19	32	163
adnp2a	3714	192	325	736	886	329	90	213	395
pard6ga	1638	84	215	93	41	22	4	12	108
zgc:136493	1638	104	289	189	257	71	13	50	254
jarid2a	4311	461	762	2152	1710	930	177	574	513
dtnbp1a	3444	200	615	1285	1111	562	174	306	780
mylipb	1905	149	250	1505	1920	1068	326	309	1024
atxn1b	7522	484	836	3724	2803	1438	348	733	1659
fam8a1b	1742	91	267	392	437	255	13	76	144
zgc:110410	1870	72	249	79	97	44	13	33	202
zhx2a	3719	234	475	1636	1211	654	217	235	262
derl1	2472	174	499	1887	2323	1417	423	502	1214
nsmce2	1045	58	169	163	111	55	18	15	0
tomm40	2957	232	433	1673	2229	942	268	422	930
ddx61	3744	324	759	4032	3626	2079	422	878	2490
bcl3	4952	325	797	203	197	150	37	38	174
cblc	2985	242	660	378	621	330	77	124	437
LOC103908932	256	9	28	7	29	19	2	0	1
LOC108179611	345	13	45	49	11	39	1	13	0
LOC103908931	374	31	32	89	124	67	16	25	39
irgq1	2578	130	299	157	106	98	18	9	24
irge4	3466	107	312	64	13	23	13	16	93
LOC100151419	2360	105	391	5	23	0	6	9	134
LOC565002	1526	73	157	36	13	25	7	1	60
LOC103908933	399	0	0	0	0	0	0	0	0
LOC110437799	401	0	0	0	0	0	0	0	0
LOC100333218	2652	115	462	230	219	233	77	70	245
LOC100333286	1902	68	299	94	117	75	19	16	110
prss59.1	850	549	135	23476	20845	12302	4063	1807	10842
prss59.2	861	1165	190	59895	57647	36623	12194	6118	33428
mrpl17	786	37	99	615	427	402	66	67	93
tmem145	4731	325	961	1286	1107	808	119	211	592
lipeb	3254	322	828	1427	1103	690	240	346	870
cd79a	958	87	191	3	24	73	5	7	31
arhgef1b	7076	677	1579	6139	29028	16372	3845	8380	14396
erfl1	6146	424	951	657	582	329	65	116	625
LOC100000772	4655	196	530	696	560	222	49	156	380
megf8	11649	923	2123	4681	3932	1979	465	1225	1798
trim35-28	1646	157	286	751	793	582	83	162	414
epb41b	5032	514	1326	1216	778	467	102	183	675
LOC101884329	1466	128	332	138	73	76	22	39	795
LOC100535879	1852	103	197	24	79	0	0	6	88
l3mbtl1b	4218	356	1106	1202	896	287	106	183	963
sgk2b	1857	163	352	643	554	341	51	149	354
ptpn3	4054	376	852	1510	1578	1039	202	341	785
epb41l4b	4684	423	937	781	781	373	97	151	557
esrp1	3731	363	723	1929	2654	1033	319	515	1180
si:ch211-79l20.4	5742	528	1081	3215	2400	1327	292	730	1268
rnf41l	3504	164	425	495	312	213	31	92	97
rad54b	3279	275	648	212	213	114	21	32	326
fsbp	2254	123	343	108	59	47	5	14	97
gem	1538	107	280	353	314	164	42	109	165
cdh17	3326	357	681	5704	5943	2946	628	1009	2530
pdp1	2069	148	286	796	687	230	63	143	296
zmp:0000001316	2781	63	310	82	182	36	12	12	159
trnat-ugu_223	73	10	26	0	0	0	0	0	0
trnat-ugu_224	73	5	31	0	0	0	0	0	0
trnat-ugu_225	73	5	14	0	22	0	0	0	0
trim35-29	1729	81	274	69	26	62	9	15	86
ino80c	905	85	282	667	515	242	80	56	336
galnt1	4464	415	768	2570	2172	979	268	618	787
LOC100333085	353	69	403	135	62	25	5	45	1
tmem245	4520	333	807	1047	831	315	71	232	203
frrs1l	1072	140	210	429	273	170	44	89	340
alg2	2078	150	280	335	1043	515	142	204	351
sec61b	968	154	193	4249	6458	3642	1100	1110	3583
nr4a3	3579	333	600	933	1121	574	141	351	353
stx17	3069	207	401	499	443	101	46	70	80
erp44	2066	274	541	2730	3637	2150	458	658	2280
invs	3919	383	940	765	1156	680	118	313	630
tex10	2984	294	638	773	730	467	121	311	395
si:ch211-197h24.6	1658	143	478	812	526	247	58	126	335
zgc:153215	2839	142	441	641	437	279	64	94	521
tmem67	3589	317	860	769	449	293	88	87	539
trnat-ugu_226	73	10	21	9	26	0	0	5	70
trnat-ugu_227	73	5	19	25	0	0	2	0	0
trnat-ugu_228	73	4	11	4	0	0	0	0	0
trnat-ugu_229	73	3	9	0	0	10	0	0	0
trnat-ugu_230	73	3	16	12	0	0	0	4	0
trnat-ugu_231	73	17	19	23	16	0	0	1	0
trnat-ugu_232	73	8	15	0	0	0	0	0	0
trnat-ugu_233	73	1	15	5	4	0	0	0	0
si:ch211-197h24.8	1512	65	138	50	13	10	3	6	1
si:ch211-197h24.9	2163	89	234	286	212	109	7	54	138
LOC103908936	1557	95	137	5	1	25	6	6	22
glipr2l	1297	91	210	224	99	71	14	38	138
nacad	5962	442	791	2209	2030	817	177	405	803
tbrg4	3510	210	661	903	505	367	88	147	608
steap4	4017	205	623	1569	1393	932	147	208	1753
LOC101884580	5377	340	866	1003	710	322	70	184	793
LOC108179531	112	11	55	27	12	0	2	0	78
LOC108179182	750	55	99	18	38	17	2	6	0
si:dkey-12j5.1	1937	177	596	888	800	639	123	180	680
fam188a	2730	249	632	1395	1312	626	134	318	1011
itga8	5698	448	1185	1956	1662	910	216	302	1034
fam171a1	5199	397	740	2482	1536	661	179	516	727
nmt2	3208	290	584	1714	1168	703	187	323	967
rpp38	1577	81	267	524	470	330	59	87	322
acbd7	907	68	154	659	494	297	51	90	327
crot	3297	304	735	1095	959	360	102	246	466
abcb4	4655	503	1003	5178	6294	3859	1042	1047	3085
adam15	4742	430	922	830	833	311	105	264	412
dcst1	3891	180	525	47	56	30	8	4	103
dcst2	3832	203	560	684	1223	621	138	201	738
trim33l	4149	374	956	775	593	231	78	124	746
zgc:171704	1498	82	218	97	118	6	3	8	91
zgc:162150	4000	248	648	448	626	233	56	143	299
syt11b	1718	153	221	1830	1645	717	123	356	746
si:dkey-239n17.4	2169	235	429	361	416	122	72	91	450
chtopb	2010	104	189	17	79	6	13	10	71
npr1b	4370	285	852	862	526	291	102	156	369
gon4l	6756	634	1351	3294	2210	1083	217	633	1934
gpatch4	2224	158	402	873	693	714	91	175	316
LOC101885900	1232	70	177	78	42	19	11	9	164
nes	4365	313	559	705	893	592	89	278	405
mef2d	2000	269	489	4689	3060	1756	459	1052	1610
mir9-1	87	16	43	23	40	13	16	4	90
rhbg	3950	440	554	10181	9892	5034	1195	1992	4580
hapln2	2063	84	264	58	96	39	16	28	17
bcan	5559	379	807	1937	2530	1310	191	599	1072
isg20l2	2893	151	380	385	339	281	48	64	165
rrnad1	2704	169	381	192	250	101	25	52	49
s100a1	669	62	112	53	83	35	3	1	0
tlr18	3915	145	454	271	310	44	20	41	180
si:ch211-113g11.6	8848	425	938	5195	4552	2402	571	1038	2127
lingo4b	4022	199	453	321	244	206	45	88	337
ctsk	1582	122	360	488	646	399	101	87	357
ctss2.1	1233	121	312	99	167	100	34	19	65
ctss2.2	1273	113	269	277	372	250	52	68	205
onecutl	5235	333	786	1331	1510	545	167	310	500
hormad1	2235	109	365	39	29	13	6	9	15
ensab	711	50	124	467	282	204	48	64	240
mcl1b	1015	135	182	3533	3311	2885	505	684	1874
si:ch211-203d17.1	1979	174	454	527	406	213	43	89	479
LOC103908940	559	4	27	23	21	9	0	4	63
LOC103908938	291	39	33	48	40	1	0	0	0
tmod4	1677	239	275	6267	5115	2498	739	1527	2433
scnm1	1677	98	378	335	370	104	41	48	318
lysmd1	2131	107	248	456	450	175	38	78	38
tnfaip8l2b	1336	80	206	525	367	338	61	88	303
sema6e	5635	578	1054	4654	3497	1798	367	1025	2014
LOC100536175	2215	114	257	465	545	246	53	81	326
tmem79b	2414	135	416	568	561	469	126	115	571
cct3	1971	376	440	7940	7160	4323	984	1697	2779
zgc:77086	2992	244	534	2042	1736	862	197	443	1152
pear1	3940	398	803	1099	909	472	97	184	453
lmna	4989	296	744	958	1522	663	110	219	644
mc2r	915	33	117	13	37	17	0	7	0
mc5rb	2166	147	233	35	60	5	7	10	36
fam210ab	1513	130	233	678	891	569	122	192	476
ldlrad4b	5008	402	704	1644	950	768	140	210	818
ptk2ab	4845	581	1283	4105	3642	1516	320	811	1718
dennd3b	4745	315	887	105	127	57	6	20	91
slc45a4	3527	263	574	1534	2004	887	295	427	994
gpr20	2024	93	225	76	85	14	3	3	38
dgat1b	2754	202	614	696	685	296	113	182	523
gstk2	2388	148	387	107	111	137	17	44	103
scrt1b	1833	19	56	179	105	36	16	45	0
mroh1	7542	108	399	446	510	286	66	162	103
scxb	1601	0	0	0	0	0	0	0	0
zgc:194210	2819	3	0	0	0	0	0	0	0
csnk2a1	2717	2	1	87	72	35	18	41	46
si:ch211-251p5.5	3711	10	32	37	3	24	2	19	0
ndrg1b	1726	114	339	908	1020	596	185	202	465
wisp1b	1632	91	278	70	93	10	18	20	74
tg	8202	476	1296	259	429	73	39	103	350
LOC101884146	1128	63	273	3	27	0	0	1	1
phf20l1	5029	427	963	2004	1253	906	184	344	800
LOC101883708	1368	66	249	184	200	440	38	33	502
LOC560647	3132	223	556	257	102	54	10	13	149
wu:fd46c06	1627	85	246	30	33	0	0	3	43
c1r	1611	52	240	28	0	0	2	12	0
c1s	2236	120	405	146	54	49	1	8	1
LOC561000	2098	101	330	48	52	37	20	16	61
rbp5	1264	97	189	1098	585	419	76	219	411
ptpn6	2373	122	370	238	140	136	19	25	84
chd4b	7423	263	539	4962	4178	1304	419	755	3270
wnt4b	2210	41	132	78	82	34	2	26	57
cdc42l	576	9	15	13	26	21	0	2	0
mlf2	1563	28	128	481	517	156	21	89	243
atn1	6134	60	254	375	256	94	60	116	187
LOC110437989	1258	0	0	0	0	0	0	0	0
rbfox1l	2407	59	92	696	466	416	80	223	105
rps9	916	125	73	13747	10078	8404	1931	3195	2231
si:ch1073-90m23.1	2499	156	449	97	155	90	13	33	0
LOC108179621	2169	106	269	161	109	119	4	29	189
phc1	4250	374	823	857	1020	419	81	253	574
styk1	2118	140	319	439	679	568	88	144	240
si:dkey-40m6.14	1411	85	341	53	79	43	3	14	210
gstk4	3622	171	534	89	77	103	15	31	0
gstk1	1240	86	337	946	764	538	124	158	569
mboat7	2399	157	392	451	740	174	69	158	236
tmc4	2959	204	601	251	305	126	35	38	115
leng1	1678	121	333	874	492	451	30	138	349
si:dkey-40m6.8	10340	698	1360	5990	4543	2458	482	1163	2326
prpf31	1868	170	467	976	795	794	95	246	358
cnot3a	4245	435	801	3067	2018	1163	256	717	999
sphk2	4923	360	781	1848	1642	878	174	392	1053
gprc6a	2604	136	334	96	221	37	25	15	141
kpna5	3309	189	550	2264	1782	944	196	533	970
zufsp	2059	113	367	235	194	113	22	42	100
rwdd1	994	126	264	1851	1663	1291	138	318	733
LOC110437808	1703	69	223	49	10	17	16	0	114
fam26e.1	1800	64	142	49	58	41	7	25	82
fam26f	1466	51	214	35	58	14	4	2	0
klhl32	3167	214	452	609	534	223	68	137	160
mms22l	4317	381	795	488	399	139	38	120	246
pou3f2b	3272	14	57	70	68	24	2	51	2
fbxl4	3119	12	52	17	39	24	0	18	1
faxcb	2035	3	17	0	72	13	1	4	0
coq3	1681	0	0	0	0	0	0	0	0
pnisr	2842	0	0	13	0	1	0	0	0
usp45	4109	104	283	328	314	188	29	66	136
si:dkey-165n16.1	1100	31	150	164	242	83	22	33	53
zgc:172323	2661	318	627	186	40	107	25	6	344
prdm13	2854	163	331	471	419	177	19	96	164
si:dkey-165n16.5	1734	2	15	0	0	0	0	0	0
me1	2166	70	195	250	265	86	46	103	64
prss35	2240	0	0	0	0	0	0	0	0
snap91	5046	0	0	1	6	0	0	0	4
dopey1	8374	1	1	0	0	0	1	0	0
pnrc2	3149	106	103	4794	4137	2516	795	1188	1504
cnr2	1228	59	116	15	8	21	0	0	0
akirin1	1290	73	210	332	146	84	35	68	323
rhbdl2	2688	124	354	339	419	173	37	40	346
cx55.5	4681	91	176	65	76	0	6	9	206
rragca	1334	48	189	160	182	152	38	52	194
pou3f1	2870	65	190	1069	614	291	65	180	208
utp11l	1073	32	152	109	74	77	15	49	62
fhl3a	2534	18	59	84	46	34	6	21	69
si:ch211-232m19.4	952	0	1	0	0	0	0	0	0
rspo1	2428	0	0	0	0	0	0	0	0
gnl2	2700	270	502	2529	2307	2132	433	608	1558
dnali1	963	89	249	90	59	42	20	9	139
snip1	1776	127	315	463	375	289	66	136	422
gpn2	1215	101	262	305	260	243	68	88	86
arid1aa	8962	807	1159	11272	6996	3532	1022	2988	3203
pigv	1942	93	262	155	142	66	20	31	263
zdhhc18a	3515	223	701	1308	1437	442	133	384	507
fam46ba	3417	183	345	2016	1828	818	212	421	920
tcea3	3025	285	796	1634	1575	874	146	190	1096
oprd1b	2362	95	316	201	72	66	13	26	202
rcc1	2032	191	541	642	694	356	104	215	365
phactr4b	5922	598	1215	1872	1356	868	208	416	571
LOC567978	2935	109	359	61	128	30	2	8	87
LOC568037	7860	496	1169	2132	2239	1230	400	485	951
serinc2l	7106	314	955	2772	2616	1177	232	567	1392
LOC103908949	618	55	89	83	72	17	6	6	39
paqr7b	7194	378	811	3877	2996	1387	365	689	1713
stmn1b	1664	308	226	11919	10012	5279	916	1824	4211
LOC101885684	2449	26	94	15	0	0	0	3	31
LOC101885793	852	14	119	6	4	23	0	2	6
ptprub	7581	691	1523	4116	3804	1622	418	963	1378
si:dkey-34d22.1	2532	0	1	0	0	0	0	0	0
si:dkey-34d22.2	2166	0	2	0	0	0	0	0	0
LOC799644	1697	2	0	0	0	0	0	0	0
si:dkey-34d22.5	955	0	0	0	0	0	0	0	0
rab42b	1050	0	0	0	0	0	0	0	0
taf12	1463	0	0	5	2	0	0	3	1
ctps1b	1915	0	0	8	0	0	0	0	0
cited4b	1580	21	29	533	392	212	43	88	289
LOC101883783	2665	26	60	117	16	29	7	20	39
scmh1	1556	52	148	11	39	8	1	17	0
si:ch211-1i11.3	4902	165	541	686	404	326	68	117	213
map7d1a	3236	397	868	1651	1511	1125	214	409	670
thrap3a	5635	373	857	1511	1058	630	109	261	656
sh3d21	2295	240	601	1422	1717	1910	367	373	1001
eva1ba	1372	90	204	589	542	104	42	81	311
stk40	4890	467	1037	6227	4790	2809	671	1437	2675
oscp1b	2404	140	408	572	408	206	44	88	295
mrps15	1050	113	241	1214	1108	497	166	137	639
sh3bp5b	2854	232	497	893	586	441	75	254	331
capn7	4596	323	778	995	961	511	109	281	645
LOC101885829	12500	1610	4987	2393	2875	1008	274	635	922
LOC101885342	1884	11	57	102	64	10	3	18	31
LOC110437991	461	444	1370	367	389	117	72	74	217
LOC101885117	4187	8	16	5	0	0	0	0	0
LOC108179628	1632	19	73	24	21	15	0	6	1
LOC101885930	4011	1512	4556	479	551	265	78	97	731
LOC103908954	822	5	24	32	35	36	10	19	1
LOC108179630	5737	227	575	131	99	16	8	16	159
LOC103908953	2358	0	0	0	0	0	0	0	0
LOC103908955	2357	0	0	0	0	0	0	0	0
LOC103908956	2358	0	0	0	0	0	0	0	0
LOC108179637	2737	0	0	0	0	0	0	0	0
LOC103908959	2358	0	0	0	0	0	0	0	0
LOC108179633	1188	33	87	5	3	0	0	0	0
LOC108179634	5859	413	1346	389	284	189	44	28	411
LOC110437992	715	19	83	0	0	4	0	4	32
LOC103908961	282	23	86	0	0	0	0	0	3
LOC108179509	1713	55	155	2	0	13	0	2	15
LOC110437993	798	47	111	0	0	32	0	0	30
col6a4a	9901	888	1670	9210	9121	3964	1207	1912	5170
LOC103908963	7071	168	285	31	19	0	7	22	31
pik3r4	4880	365	910	1886	1653	760	206	563	1030
decr1	1517	136	323	1208	917	471	96	175	825
calb1	1522	131	422	553	529	293	22	96	419
pnp4b	1223	108	228	2275	2014	1517	274	199	1110
LOC101887157	2470	146	347	16	19	9	10	5	45
si:ch73-215d9.1	4937	208	653	1243	920	370	85	237	474
aldh5a1	3126	136	228	889	659	246	74	207	178
snrnp48	1659	74	306	261	153	70	14	54	29
si:ch211-208k15.1	1853	127	432	748	517	132	71	95	309
LOC110437994	7750	97	213	102	64	22	21	59	135
adgrb1a	7022	742	1490	5258	3734	2013	491	1230	1929
si:ch211-198c19.1	1028	27	70	16	26	0	0	1	0
cep162	4404	54	209	174	108	60	6	23	125
mrap2a	1597	5	35	56	47	24	25	5	52
plekho1b	6058	164	369	1392	1112	749	178	418	620
si:dkey-23o4.6	1627	0	0	0	0	0	0	0	0
pogzb	7208	23	76	398	193	165	9	88	165
selenbp1	1863	64	119	409	589	153	37	73	116
pi4kb	4410	53	61	533	401	197	65	154	236
myo1eb	4013	76	267	135	292	272	38	60	142
prune	1475	6	24	53	40	22	16	2	0
bnipl	4521	6	0	49	2	0	0	11	0
cdc42se1	2173	0	0	0	0	0	0	0	0
gabpb2b	1895	0	0	6	54	17	8	5	0
elp6	1236	0	0	0	0	0	0	0	0
zgc:113232	2463	0	0	0	0	0	0	0	0
cd83	1345	5	12	8	15	0	5	0	41
rspo2	753	8	15	8	0	14	0	18	0
eif3ea	1497	35	98	66	574	221	2	51	30
emc2	1420	32	78	401	337	212	23	77	84
tmem74	2271	136	259	207	217	132	20	67	297
trhra	3003	152	290	196	196	92	8	44	185
LOC108179640	8891	74	265	432	220	435	53	12	550
LOC100007883	1204	6	8	0	0	13	0	0	0
eny2	555	56	144	347	391	187	20	53	29
gdf6a	2630	123	283	435	368	171	64	83	96
sybu	3025	250	590	1705	1447	940	260	359	481
LOC110437995	2722	49	117	30	32	0	0	1	0
ebag9	1303	152	331	862	939	624	102	202	587
zdhhc3a	3470	171	478	690	809	414	76	238	155
tmem42a	1473	103	224	167	159	121	19	49	78
zgc:77056	1094	68	187	409	311	239	43	84	188
