Geneid	length	WT_Pmm2_8_1	WT_Pmm2_8_4	WT_Pmm2_8_2	WT_Pmm2_8_3	Mutant_Pmm2_8_1	Mutant_Pmm2_8_2	Mutant_Pmm2_8_5	Mutant_Pmm2_8_3	Mutant_Pmm2_8_4
ankrd63	1703	15	192	69	4	0	81	17	3	7
plcb2	5176	90	623	291	60	25	215	99	27	71
inafm2	2060	59	582	206	29	30	227	85	20	55
c17h15orf52	1972	44	337	155	31	13	138	54	8	40
si:dkey-248g15.3	432	53	381	176	33	23	414	133	14	70
zgc:173556	1335	5	8	3	5	0	0	0	1	1
LOC100148225	1559	4	3	1	8	0	3	5	0	3
zp3	1327	2	9	1	0	0	5	0	0	0
zp3.2	1368	4	10	2	2	0	0	5	2	0
LOC100536860	1399	0	18	7	5	0	26	2	0	4
ptpn21	7598	332	4320	1900	158	140	1573	743	215	468
spata7	5585	86	693	306	62	25	297	156	32	103
kcnk10b	2632	41	182	80	26	2	73	10	5	18
bdkrb1	1080	19	39	30	8	8	20	23	2	8
bdkrb2	1183	4	23	3	8	0	4	6	0	4
c17h14orf132	519	6	37	27	3	1	13	8	3	2
tunar	944	19	155	76	6	2	68	37	10	7
zgc:136872	2550	48	297	180	36	15	153	48	14	30
tmem151bb	2061	40	812	284	28	23	227	129	37	97
wscd1a	2164	49	531	264	23	6	162	70	23	36
sntg2	2450	15	234	81	19	4	73	37	9	17
tpo	2083	5	41	17	0	0	7	12	6	17
LOC100537538	3826	24	113	44	20	5	54	21	4	17
plcb1	4039	152	1452	748	81	48	464	217	59	112
tmx4	1885	47	257	189	26	30	243	100	25	44
hao1	1311	57	200	121	21	7	196	73	23	47
bmp2a	1161	14	122	73	9	9	19	31	6	14
gdf3	2349	25	143	74	12	3	49	26	2	10
napba	2585	327	2161	1183	186	68	937	377	92	229
mcm8	3024	25	44	48	31	1	34	18	3	14
crls1	1413	65	513	238	44	20	268	132	31	52
klhl10a	1835	8	42	20	4	2	9	20	0	5
si:zfos-364h11.1	8905	43	246	140	32	16	257	94	17	136
LOC100333840	535	2	0	15	4	5	5	2	2	3
LOC101886779	2248	0	67	46	5	0	104	28	5	19
LOC100334314	3142	75	1331	694	34	30	295	209	33	78
LOC108179735	1445	5	12	5	5	0	0	6	1	2
LOC103909006	649	1	0	5	2	0	4	1	0	2
cdc5l	2789	348	3584	1461	157	112	1277	576	166	324
LOC103910947	1064	7	91	35	3	3	44	7	3	15
supt3h	1700	39	607	259	50	23	308	117	32	44
runx2a	1650	47	232	107	21	2	77	26	17	27
clic5a	1902	0	0	1	0	0	0	0	0	0
enpp4	1938	0	0	0	0	0	0	0	0	0
fam167aa	1868	0	1	0	0	0	0	0	0	0
LOC100330257	1481	0	0	0	0	0	0	0	0	0
xkr6a	2309	2	44	13	1	0	7	8	0	1
si:dkey-100n19.2	951	0	52	22	6	3	17	10	0	6
LOC103909007	1352	8	23	14	9	3	17	4	0	5
rp1l1a	8325	161	1629	853	118	40	580	198	51	133
si:ch73-340m8.2	1768	22	197	86	14	13	96	37	18	33
gckr	2549	32	53	70	8	9	29	22	1	19
fndc4b	1953	55	503	209	48	25	229	66	10	48
LOC568955	2662	69	667	323	27	17	337	119	29	88
zgc:194275	2838	28	180	103	18	18	146	53	10	16
mir133c	91	0	0	0	0	0	0	0	0	0
mir206-2	109	0	9	12	0	2	9	2	0	2
ephx2	3624	189	1233	670	85	56	628	259	65	207
chrna2a	2368	5	112	32	10	2	18	13	6	8
ptk2ba	3620	47	303	119	47	14	126	42	19	25
LOC100535969	3366	12	62	36	20	0	20	6	3	18
trnal-cag_260	83	0	0	0	0	0	0	0	0	0
trnal-cag_261	83	0	0	0	0	0	2	1	0	0
trnal-cag_262	83	0	0	0	0	0	0	0	0	0
dusp23b	789	28	170	65	7	2	117	31	5	26
LOC101886429	4527	42	241	114	48	6	108	34	15	19
zgc:175176	2007	21	133	89	18	3	100	24	8	23
txlnbb	1812	725	10079	3832	320	443	3332	1510	451	820
LOC796202	1236	0	0	0	0	0	0	0	0	0
hivep2b	7643	0	0	1	0	0	0	0	0	0
fuca2	1881	0	0	0	0	1	0	0	0	0
LOC571912	1143	0	6	8	0	0	11	8	1	1
si:dkey-36g24.3	3553	0	0	1	0	0	0	0	0	0
LOC110438034	476	0	0	0	0	0	0	0	0	0
dnajc5gb	2920	2	50	29	3	0	25	20	3	20
tp53i3	1358	4	21	21	5	0	1	8	1	0
LOC101886756	2296	1	29	10	3	1	16	1	0	3
cenpo	1248	7	18	18	0	2	3	8	0	1
slc5a6b	2488	17	50	28	8	2	8	11	4	5
ankrd66	780	2	9	2	0	0	2	0	0	0
adgrf3a	3772	6	27	8	1	0	18	0	0	6
si:ch211-189e2.3	413	0	0	0	0	0	0	0	0	1
LOC110438056	5176	0	0	0	0	2	3	0	0	0
smc6	3696	54	361	145	29	15	171	77	13	52
vsnl1b	1342	457	2925	1216	190	104	1215	473	127	311
afg1la	2037	36	176	91	19	5	64	30	5	13
foxo3a	5649	392	4621	2070	202	89	1344	633	178	318
si:ch73-242m19.1	7167	15	88	63	13	6	36	43	7	24
zbtb24	4830	0	69	41	13	0	50	20	5	17
zgc:172341	1253	0	27	16	3	0	8	12	2	6
LOC100331876	2264	0	61	12	4	3	6	2	2	5
sash1b	5504	27	275	137	8	4	103	36	10	31
stxbp5b	4472	167	2213	1025	104	78	918	430	103	222
rab32b	1574	0	0	0	0	0	0	0	0	0
grm1b	3829	3	33	15	8	0	15	4	3	2
LOC101885212	3654	0	33	15	4	3	9	1	0	9
si:ch211-278p9.2	2954	7	29	9	1	0	5	4	3	3
si:ch211-278p9.3	504	0	3	0	3	0	0	1	0	0
LOC110437849	2033	0	4	4	0	0	8	0	0	3
LOC103909012	1865	0	3	8	0	0	11	0	0	3
klhl10b.1	1826	4	0	0	0	0	0	0	0	0
klhl10b.2	1911	0	0	0	0	0	2	1	0	0
shprh	5555	39	221	103	5	7	92	34	14	40
si:dkeyp-110a12.4	1720	51	230	74	18	4	50	20	3	18
fbxo30a	2453	37	409	176	20	15	190	122	47	75
utrnp	600	1	24	6	0	0	3	2	0	0
trnal-uaa_17	83	0	4	2	0	0	0	0	0	0
trnal-uaa_18	83	0	0	0	1	2	0	0	0	0
trnal-uaa_19	83	0	0	0	2	0	0	0	0	0
trnal-uaa_20	83	0	0	0	0	0	0	0	0	0
trnal-uaa_21	83	0	0	4	0	0	2	0	0	0
trnal-uaa_22	83	0	0	5	1	0	3	4	0	0
stx11a	1354	15	63	29	8	11	44	11	10	29
akap12a	10740	294	1329	634	118	78	610	249	64	174
zbtb2a	1916	11	148	62	5	4	34	20	3	24
rmnd1	1968	49	360	112	30	20	279	105	21	40
ccdc170	2836	27	51	17	18	3	13	14	6	11
syne1b	27828	678	10415	5028	455	277	2876	1400	423	843
myct1b	905	6	6	15	4	0	20	3	1	4
tulp4b	6888	190	2109	1046	141	56	677	261	97	182
slc18b1	2671	50	454	214	30	32	185	63	20	55
ahi1	3983	139	1467	666	127	48	595	227	71	146
si:ch211-236p5.2	4758	33	661	176	35	25	252	72	34	56
LOC100002266	5228	5	51	13	0	1	3	10	2	5
lft2	1286	7	5	8	0	0	1	5	0	4
cdc42bpaa	7592	414	3482	1636	200	133	1494	619	185	392
fzd3b	2794	76	915	422	45	43	293	189	35	52
krtcap3	4388	30	228	130	19	12	113	48	15	37
ctbp2a	4980	286	3596	1863	133	107	1002	444	133	244
tex36	937	0	0	0	0	0	0	0	0	0
edrf1	4696	0	0	0	0	0	0	0	0	0
tonsl	4822	0	5	8	0	0	19	5	4	1
nkl.4	503	0	5	0	0	0	0	0	0	0
nkl.3	360	0	2	0	0	0	0	0	0	0
nkl.2	426	0	0	1	0	0	0	0	0	0
nkl.1	435	0	0	0	0	0	0	1	0	0
psmc1a	1729	59	312	136	22	14	306	85	13	56
zranb1b	5501	175	1654	802	110	101	560	237	75	198
akap6	7394	107	1187	679	95	37	390	204	57	92
npas3	8885	257	2720	1407	193	45	882	412	127	178
LOC108179743	1068	3	60	22	17	1	30	10	6	9
LOC103909016	2544	0	16	8	1	0	5	2	0	0
egln3	2280	20	56	32	17	6	35	20	0	18
LOC108179745	924	4	32	3	3	0	18	7	3	2
sptssa	1006	23	102	46	10	9	117	51	7	50
eapp	1324	20	246	131	21	11	153	62	16	30
snx6	3254	406	1512	782	201	104	1130	273	104	322
cfl2	2768	536	6245	3138	199	258	2942	1172	275	822
baz1a	5420	156	1259	815	77	51	879	315	95	220
zgc:109986	1496	15	160	88	13	9	69	28	6	17
srp54	2330	208	1698	829	122	124	1293	493	140	341
sec23a	5521	207	1945	853	108	83	1063	463	116	236
LOC101882633	2403	3	156	47	11	8	76	25	16	15
clec14a	1723	7	146	86	25	14	94	20	16	21
sstr1a	3020	12	97	45	3	2	64	12	1	16
ttc6	6468	12	171	121	27	9	113	28	13	33
foxa1	1918	39	444	227	22	19	131	59	19	22
mipol1	2356	45	366	149	27	24	140	47	19	56
tyro3	3493	67	692	316	35	14	333	113	38	78
mgaa	10357	674	6185	3103	296	238	2781	1055	279	776
LOC101882317	1122	9	155	55	11	7	31	15	3	22
mapkbp1	5928	107	1360	797	90	38	424	214	51	96
jmjd7	1598	26	187	108	19	11	176	56	14	33
tbpl2	1611	14	5	3	8	0	7	1	0	3
zgc:113944	2484	128	1358	555	96	41	492	248	75	138
LOC101882986	999	1	7	0	1	0	0	3	0	1
LOC103909017	367	1	10	12	0	0	14	0	1	1
fbxo34	3651	276	2341	1079	127	88	910	409	127	230
LOC110438057	1460	5	3	3	3	0	17	1	0	1
lgals3b	1652	201	1131	685	71	104	1190	353	68	226
trnal-uaa_23	83	0	0	0	0	0	0	0	0	0
trnal-uaa_24	83	0	0	0	0	0	0	0	1	0
trnal-uaa_25	83	0	0	0	0	0	0	1	0	0
trnal-uaa_26	83	0	0	0	0	0	0	0	0	0
trnal-uaa_27	83	0	0	0	0	0	0	0	0	0
trnal-uaa_28	83	1	1	4	0	0	5	0	0	0
trnal-uaa_29	83	0	3	0	0	0	0	0	0	0
trnal-uaa_30	83	3	3	0	0	0	0	0	0	0
trnal-uaa_31	83	0	3	0	0	0	0	0	0	0
trnal-uaa_32	83	3	0	0	0	0	0	0	0	0
dact1	3366	162	1541	634	71	60	605	251	80	107
si:ch211-185a18.2	4759	87	646	398	36	26	282	133	31	87
irf2bpl	2796	406	4716	2030	193	105	1542	797	207	385
timm9	659	23	209	96	17	27	128	51	17	72
arid4a	7744	454	3920	2133	214	176	1980	709	163	607
psma3	978	170	1802	766	78	65	1243	457	110	287
adpgk2	2167	74	562	233	35	28	367	195	37	86
hnrnpua	4763	238	1915	1085	146	81	825	417	100	233
efcab2	597	5	0	8	4	0	3	3	0	0
kif26ba	8436	366	3898	1705	203	113	1337	567	170	287
trnal-uaa_33	83	0	10	2	0	1	12	1	0	2
trnal-uaa_34	83	0	17	3	0	1	0	0	0	0
trnal-uaa_35	83	9	11	1	0	2	0	3	1	0
trnal-uaa_36	83	1	28	6	0	0	10	1	0	0
trnal-uaa_37	83	0	11	0	0	0	8	0	0	2
trnal-uaa_38	83	0	9	0	0	0	0	0	0	0
trnal-uaa_39	83	0	5	2	0	0	1	2	0	0
smyd3	1351	21	213	69	6	1	110	49	13	12
tfb2m	1936	79	901	388	58	24	347	187	57	100
cnsta	2801	122	1147	548	68	16	375	163	39	106
zgc:174379	1894	18	65	28	6	1	19	2	2	13
sccpdha	1789	22	138	75	27	12	93	32	20	23
kif28	3528	21	49	39	23	1	19	9	5	6
ahctf1	8518	343	2673	1330	154	104	1222	563	122	313
pimr175	2378	3	5	2	2	0	0	0	0	5
LOC110438059	271	0	0	0	0	0	0	0	0	0
LOC110438060	861	0	0	0	0	0	0	0	2	0
pimr168	2163	0	8	13	2	1	0	3	0	1
LOC110438035	1375	2	2	2	0	0	0	1	1	0
LOC793251	972	0	0	3	0	0	0	0	2	0
snap25b	1459	324	3391	1563	158	95	819	406	119	213
trnal-uaa_40	83	1	102	31	6	3	20	12	1	12
ankef1b	1897	9	27	18	7	0	11	4	0	2
khk	1918	42	305	213	26	14	131	67	22	55
emilin1b	1620	51	488	276	26	22	222	88	24	44
gpn1	1670	54	429	163	26	33	293	86	26	50
LOC101886086	6539	6	21	16	2	0	14	7	2	7
stmn4l	1739	66	524	255	52	20	334	130	65	94
il17a/f1	462	0	1	6	5	0	0	0	0	0
il17a/f2	779	0	4	0	4	0	2	7	0	2
lrrc57	1339	20	251	126	20	13	127	40	12	39
brms1la	2075	124	704	403	38	15	402	119	27	98
ralgapa1	9734	757	7893	3778	337	261	2902	1294	324	705
insm2	3925	41	295	126	31	9	169	26	15	35
nfkbiab	1323	328	1717	790	186	95	773	419	116	294
psma6a	1074	78	840	282	45	49	541	214	50	156
si:dkeyp-33b5.4	1917	15	226	89	14	13	128	38	6	32
ppp2r3c	1679	70	579	187	43	19	255	87	24	58
fam177a1	1760	51	448	221	42	23	272	118	29	76
fbxo33	5839	424	5509	2311	211	142	1819	723	225	452
ctage5	8986	323	2069	1267	189	106	1319	441	120	338
gemin2	1091	38	193	85	17	15	125	43	14	34
pnn	2593	262	3259	1707	192	122	1226	592	123	373
trnal-uaa_41	83	0	2	0	1	0	0	0	0	0
lrfn5a	3984	158	2033	835	88	39	595	246	86	137
ccdc175	3138	28	105	46	10	1	49	12	4	6
jkamp	1791	38	273	108	10	12	117	47	18	33
gpr135	2896	17	260	80	11	3	34	31	5	31
daam1a	4817	244	1963	1099	129	78	881	377	135	248
sdsl	1589	46	217	166	17	9	122	53	16	39
ppp1r13ba	5887	242	2334	1186	89	64	764	431	100	180
ptp4a2a	1769	98	634	306	67	38	443	155	21	117
cx28.6	1513	15	50	55	11	4	54	1	3	9
si:ch211-266o15.1	4870	220	2015	968	99	75	744	317	93	191
zgc:56576	1202	46	175	162	19	25	216	93	26	44
wu:fb77a09	5919	151	781	385	74	29	452	181	35	67
ptger2a	2282	32	164	46	13	8	79	20	9	22
txndc16	3240	51	186	134	20	15	116	29	5	43
gpr137c	3124	50	866	359	40	20	239	116	45	86
ero1a	1853	29	138	61	11	4	110	22	9	14
si:ch211-84m6.5	1280	25	206	71	6	7	99	41	9	13
samd4a	4884	178	1644	757	93	64	709	325	104	184
gch1	857	20	124	62	9	2	73	60	8	14
wdhd1	3937	41	94	82	29	4	59	29	8	30
LOC100499487	347	0	0	2	0	0	0	0	0	0
socs4	1703	23	41	19	8	2	17	4	0	1
gnpnat1	1653	32	150	122	18	24	298	93	18	86
styx	1205	51	336	154	43	23	193	68	18	79
ros1	5272	75	432	187	30	12	267	66	28	78
LOC799067	1904	27	186	85	18	11	110	34	4	45
zgc:85722	4135	213	2081	1024	77	50	618	306	77	173
si:ch211-266g18.6	3859	50	464	172	21	11	186	74	10	58
LOC565638	1907	2	68	28	11	3	15	2	5	7
LOC101882831	1082	26	94	37	30	7	102	21	6	20
fabp7a	688	232	959	794	111	46	492	243	61	166
si:ch211-266g18.10	9210	731	3598	4091	439	174	1968	1088	180	569
fyna	3217	164	1776	870	84	68	597	234	77	178
marcksb	2812	543	2307	1647	257	106	1030	442	116	216
col10a1a	2622	207	343	347	105	23	204	86	12	59
si:ch211-266g18.9	3760	13	140	72	14	2	59	25	12	13
fhl5	1156	5	62	33	10	8	13	17	2	10
fut9a	2326	82	722	312	44	43	208	97	41	57
manea	1858	49	171	57	19	4	84	47	8	32
bach2a	6182	77	859	321	27	24	311	108	28	75
cx52.7	1804	11	50	31	5	5	25	20	6	4
ankrd6a	2574	26	363	164	19	13	74	34	4	21
rragd	2749	36	136	67	25	10	112	28	12	19
gabrr2a	1933	82	637	216	28	5	185	92	10	31
syne3	4035	121	998	529	68	37	539	189	55	108
clmn	5647	108	1122	594	63	21	418	167	41	107
LOC108179755	912	3	16	8	2	0	3	0	0	4
map7a	2459	50	408	185	50	13	237	54	20	38
si:ch73-204p21.2	1630	20	275	124	18	25	261	95	9	64
znf395a	2747	299	3061	1376	114	135	1115	480	140	286
pnoca	3790	36	229	97	29	3	116	33	11	39
kif13ba	10279	312	2814	1479	204	144	1462	590	181	404
hmbox1a	2616	65	776	410	26	13	282	92	27	57
kcnk13a	1989	18	56	16	10	11	37	15	6	9
tdp1	9342	51	400	281	66	21	198	97	35	72
efcab11	1560	1	41	33	15	1	28	28	12	9
trnak-uuu_307	73	0	0	0	0	0	0	0	0	0
foxn3	4268	159	1712	856	125	47	521	291	62	147
ston2	4070	95	823	561	48	32	375	181	42	93
dio2	2201	4	77	19	10	2	41	10	5	6
nrxn3a	9759	694	7406	3631	344	157	2087	1054	300	576
adck1	2307	16	118	50	17	0	82	52	7	24
LOC100331968	2982	83	343	91	93	29	255	59	30	86
slirp	714	35	226	131	22	16	204	56	15	44
alkbh1	1269	30	169	124	10	6	115	52	17	24
sptlc2a	1878	79	527	254	18	26	324	112	32	90
ism2a	2856	62	381	235	42	20	277	80	30	25
trnat-ugu_234	73	0	0	0	0	0	0	0	0	1
hhipl1	3261	29	108	66	25	3	73	31	10	18
ccdc85ca	5944	166	1554	886	103	49	698	280	77	173
setd3	3816	234	1461	667	104	70	915	233	67	190
bcl11ba	8016	456	4392	2618	287	118	1318	484	150	382
LOC110438061	265	5	2	2	5	0	7	3	0	1
LOC110438037	3460	25	102	77	27	0	41	8	5	26
vrk1	1520	13	122	72	29	8	119	31	9	22
si:dkey-288a3.2	1816	26	67	29	14	2	44	10	0	2
ak7b	2453	7	91	47	7	2	52	12	3	15
galcb	2287	32	264	124	30	8	147	73	19	47
si:dkey-87k14.1	3040	0	0	0	0	0	0	0	0	0
gsc	1250	0	0	0	0	0	0	0	0	0
dicer1	10013	89	1145	476	66	68	586	221	50	154
kif11	4128	58	200	235	50	8	94	60	7	46
slc22a15	2416	36	268	141	31	18	137	58	19	34
cyp26c1	4020	64	348	147	42	21	180	50	25	43
reep3a	1496	60	304	178	35	24	144	59	13	58
LOC108179759	1268	11	67	19	19	0	6	7	1	7
rgs7a	2576	47	214	116	19	6	118	58	14	26
grem2a	2585	0	13	6	3	3	17	2	1	6
fmn2a	4640	8	283	164	13	5	130	42	12	19
chrm3a	3121	3	36	13	5	0	0	8	3	8
mir2187	104	0	0	0	0	0	0	0	0	0
ryr2b	15099	35	153	90	25	13	58	26	9	23
actn2b	2956	20	128	76	8	9	40	25	3	10
p4ha1b	2598	9	17	14	1	2	16	4	1	2
si:ch211-248a14.8	1405	5	58	37	0	0	82	25	6	9
ecd	2258	7	157	78	11	22	186	78	12	35
gnrh3	433	1	11	3	4	0	11	3	0	0
mgmt	1110	8	38	15	4	5	39	3	1	8
ebf3b	2863	2	14	2	2	0	15	4	1	6
bnip4	1195	20	191	90	5	17	85	25	7	43
smndc1	1458	73	464	324	26	35	252	149	36	96
add3b	2578	15	210	101	16	14	95	31	6	18
si:ch211-207n2.8	4753	10	179	70	25	0	88	45	14	7
neurl1ab	2496	0	58	25	2	0	14	1	4	1
sh3pxd2ab	5758	5	32	8	0	0	7	6	0	2
LOC110438038	6163	12	5	0	1	0	6	1	1	2
zgc:162183	2907	14	54	25	6	10	33	13	3	11
si:ch73-288o11.4	490	0	0	1	0	0	2	1	0	0
si:ch73-288o11.5	1217	4	8	5	5	1	16	1	0	3
si:ch73-306e8.2	938	4	5	19	10	4	3	5	1	5
npy4r	2299	0	0	2	0	0	0	0	0	2
slc16a9a	4917	7	109	39	0	2	32	24	8	17
ccdc6a	2498	0	3	0	0	1	0	0	0	3
ank3a	18305	166	1708	901	109	45	662	240	90	129
cdk1	1367	0	0	0	0	0	0	0	0	0
tmem26a	1580	0	0	0	0	0	0	0	0	0
phyhipla	5782	2	15	14	2	5	28	0	3	1
bicc1a	4566	12	180	82	11	14	88	29	10	27
ube2d1a	865	0	6	2	0	1	4	1	0	0
vsx1	1593	4	114	42	9	1	35	8	0	12
entpd6	2119	24	144	106	17	22	176	71	24	41
pygb	3580	37	312	188	37	18	179	72	29	66
abhd12	1779	27	161	57	23	7	78	16	8	11
hspa12a	3405	91	937	457	86	37	465	179	51	69
eno4	2551	28	99	58	9	5	57	14	3	11
shtn1	2025	6	24	4	0	0	15	3	1	2
atp6v1ba	2457	2	86	49	9	8	71	19	5	10
vax1	2555	12	51	22	2	0	6	2	0	1
pla2g4f.1	2962	11	34	6	2	1	43	16	3	10
pla2g4f.2	2822	0	0	0	1	0	3	0	0	1
chst15	2561	12	44	23	2	2	36	12	2	6
gpr26	2707	0	0	0	0	0	1	0	0	0
hmx2	1543	0	0	0	0	0	0	0	0	0
hmx3a	2176	3	7	4	0	0	0	0	0	0
ikzf5	2574	0	20	4	0	2	5	6	0	2
si:ch211-208g24.8	1845	0	0	0	0	0	0	0	0	0
cuzd1.2	2332	0	0	0	0	0	0	0	0	0
LOC101886384	3301	0	0	0	0	0	0	0	0	0
LOC110437703	1948	0	0	0	0	0	0	0	0	0
cuzd1.1	8113	0	0	0	0	0	0	0	0	0
plekha1a	2620	0	92	40	1	2	35	18	2	11
htra1a	2007	17	134	57	2	5	36	19	10	11
crip3	1296	3	20	15	16	0	19	8	0	11
slc22a7b.3	2542	0	52	11	0	0	32	4	5	6
slc22a7b.2	1950	3	15	2	1	0	7	1	1	1
slc22a7b.1	4238	4	32	9	5	3	8	1	4	7
ttbk1b	9902	29	351	157	18	3	116	54	7	26
nphp1	2223	8	96	44	11	2	37	31	7	20
mal	886	4	1	0	0	0	0	0	0	0
mrps5	1503	0	16	14	1	0	12	5	0	5
slc8a1b	3749	74	742	405	50	38	316	135	20	69
edaradd	2036	2	50	17	1	9	23	6	3	10
si:ch211-125o16.4	5365	150	1063	498	128	124	1372	549	101	286
exo1	2669	0	2	8	0	0	11	2	0	1
yipf4	1626	0	0	0	0	0	0	0	0	0
birc6	15781	174	2314	1357	100	91	983	456	134	224
birc6-as2	1402	45	205	106	18	12	106	49	6	17
ttc27	3417	1	35	16	2	0	20	8	1	8
mir456	85	0	0	0	0	0	0	0	0	0
ltbp1	5958	17	93	37	4	3	49	17	4	14
rasgrp3	3634	3	25	7	1	4	14	0	1	10
fam98a	2367	0	0	0	0	0	0	0	0	0
si:ch211-195b21.5	3032	0	0	0	0	0	0	0	0	0
tbc1d12a	3957	0	0	0	0	0	0	0	0	0
LOC563567	3340	0	0	0	0	0	0	0	0	0
zgc:165461	1643	0	0	0	1	0	0	0	0	0
ppp1r3ca	2177	0	0	0	0	0	0	0	0	0
trnas-gcu_238	82	0	0	0	0	0	0	0	0	0
LOC110438039	3631	0	0	1	1	0	2	0	0	0
trnas-gcu_239	82	0	0	0	0	0	0	0	0	0
trnas-gcu_240	82	0	0	0	0	0	0	0	0	0
trnas-gcu_241	82	0	2	0	0	0	0	0	0	0
trnas-gcu_242	82	0	0	0	0	0	0	0	0	0
trnas-gcu_243	82	0	0	0	0	0	0	0	0	0
trnas-gcu_244	82	0	0	0	0	0	0	0	0	0
trnas-gcu_245	82	0	0	0	0	0	0	0	0	0
trnas-gcu_246	82	0	0	0	0	0	0	0	0	0
trnas-gcu_247	82	0	0	0	0	0	0	0	0	0
trnas-gcu_248	82	0	0	0	0	0	0	0	0	0
trnas-gcu_249	82	0	0	0	0	0	0	0	0	0
trnas-gcu_250	82	0	0	0	0	0	0	0	0	0
trnas-gcu_251	82	0	0	0	0	0	0	0	0	0
LOC101885794	1320	0	7	3	3	0	0	1	0	0
trnas-gcu_252	82	0	0	0	0	0	0	0	0	0
trnas-gcu_253	82	0	0	0	0	0	0	0	0	0
trnas-gcu_254	82	0	0	0	0	0	0	0	0	0
trnas-gcu_255	82	0	0	0	0	0	0	0	0	0
trnas-gcu_256	82	0	0	0	0	0	0	0	0	0
trnas-gcu_257	82	0	0	0	0	0	0	0	0	0
trnas-gcu_258	82	0	0	0	0	0	0	0	0	0
trnas-gcu_259	82	0	0	0	0	0	0	0	0	0
trnas-gcu_260	82	0	0	0	0	0	0	0	0	0
trnas-gcu_261	82	0	0	0	0	0	0	0	0	0
LOC103909037	1154	0	0	0	0	0	0	0	0	0
LOC103909038	1218	0	0	0	0	0	0	0	0	0
pcgf5a	2939	0	0	0	0	0	0	0	0	0
ankrd1a	2091	0	0	0	0	0	0	0	0	0
kif20ba	6185	0	0	0	0	0	0	0	0	0
htr7a	2043	0	0	0	0	0	0	0	0	0
zgc:65997	1195	0	0	0	0	0	0	0	0	0
pank1a	4911	16	144	76	13	11	55	22	10	25
mir107b	86	0	0	0	0	0	0	0	0	0
slc16a12a	3974	0	41	38	3	0	22	4	2	7
ifit16	2307	0	0	0	0	0	0	0	0	0
ifit15	1866	0	3	4	0	0	0	5	0	0
ifit14	1341	0	0	1	0	0	2	1	1	5
fas	2033	4	0	1	0	0	10	1	0	0
ptena	2990	6	80	28	1	8	63	14	8	5
papss2a	2732	0	0	0	1	0	0	0	0	0
minpp1a	2765	0	0	0	0	0	0	2	0	0
zgc:91976	3856	0	3	0	0	0	0	0	0	0
kcnk18	1176	0	0	0	0	0	0	0	0	0
slc18a2	1742	1	41	11	1	1	13	10	3	3
pdzd8	5974	3	98	63	12	2	84	26	7	27
LOC110438040	4734	7	18	9	4	1	12	4	3	4
trnal-caa_6	84	0	0	0	0	0	0	0	0	0
trnal-caa_7	84	0	0	0	0	0	0	0	0	0
trnal-caa_8	85	0	0	0	0	0	0	0	0	0
trnal-caa_9	84	0	0	0	0	0	0	0	0	0
trnal-caa_10	84	0	0	0	0	0	0	0	0	0
trnal-caa_11	84	0	0	0	0	0	0	0	0	0
trnal-caa_12	84	0	0	0	0	0	0	0	0	0
trnal-caa_13	84	0	0	0	0	0	0	0	0	0
trnal-caa_14	84	0	0	0	0	0	0	0	0	0
trnal-caa_15	84	0	0	0	0	0	0	0	0	1
trnal-caa_16	84	0	0	0	0	0	0	0	0	0
trnal-caa_17	84	0	0	0	0	0	0	0	0	0
trnal-caa_18	84	0	0	0	0	0	0	0	0	0
trnal-caa_19	84	0	0	0	0	0	0	0	0	0
trnal-caa_20	84	0	0	0	0	0	0	0	0	0
trnal-caa_21	84	0	0	0	0	0	0	0	0	0
trnal-caa_22	84	0	0	0	0	0	0	0	0	0
trnal-caa_23	84	0	0	0	0	0	0	0	0	0
trnal-caa_24	84	0	0	0	0	0	0	0	0	0
trnal-caa_25	84	0	0	0	0	0	0	0	0	0
trnal-caa_26	84	0	0	0	0	0	0	0	0	0
trnal-caa_27	84	0	0	0	0	0	0	0	0	0
trnal-caa_28	84	0	0	0	0	0	0	0	0	0
trnal-caa_29	84	0	0	0	0	0	0	0	0	0
trnal-caa_30	84	0	0	0	0	0	0	0	0	0
trnal-caa_31	84	0	0	0	0	0	0	0	0	0
trnal-caa_32	84	0	2	1	0	0	0	0	0	0
trnal-caa_33	84	0	0	0	0	0	0	0	0	0
pex13	2893	76	387	174	36	9	195	80	21	49
si:ch211-189k9.2	3554	79	468	241	47	12	187	91	20	48
xpo1b	6808	319	2180	1016	150	76	837	416	121	285
si:ch211-63b16.4	2893	29	146	79	28	0	73	40	18	26
b3gnt2b	4534	238	834	398	107	46	636	257	84	169
ehbp1	5740	306	2230	1159	150	69	861	417	121	214
LOC103909040	2945	40	149	55	17	3	60	30	6	12
LOC108179765	4049	23	219	112	32	5	86	18	5	32
otx1b	2498	50	740	332	43	20	176	90	20	36
wdpcp	2462	16	136	92	21	7	52	48	7	19
mdh1ab	1657	90	711	557	51	36	340	156	36	87
ugp2b	3336	1	15	14	0	0	17	7	2	5
peli1b	2052	0	0	0	0	0	0	0	0	0
abch1	4676	5	151	53	5	9	81	30	12	34
aftphb	3191	18	120	39	11	1	58	30	8	27
rlf	6309	0	63	25	10	6	12	12	3	7
zmpste24	1926	8	52	6	8	7	22	5	5	11
atpif1b	601	0	0	0	1	0	1	0	0	0
rpl13a	763	34	278	45	19	16	170	48	9	56
commd9	870	3	42	30	1	4	14	4	4	5
