Geneid	length	WT_Pmm2_6_5	WT_Pmm2_6_3	WT_Pmm2_6_1	WT_Pmm2_6_4	Mutant_Pmm2_6_3	Mutant_Pmm2_6_2	Mutant_Pmm2_6_5	Mutant_Pmm2_6_1
tlr20.4	3174	0	0	3	0	0	0	0	0
nepro	1699	0	0	0	0	0	0	0	0
tex30	1103	0	0	0	0	0	0	0	0
kdelc1	1735	0	0	0	0	0	0	0	0
stxbp5l	7020	699	575	263	759	275	210	111	319
gtf2e1	2558	35	12	4	16	23	7	2	10
lcmt2	2022	30	43	3	26	29	9	6	15
crygs2	638	6	1	1	7	17	3	0	0
tbccd1	2659	23	14	16	13	20	3	0	7
rab5b	2329	0	0	3	4	13	0	0	0
si:rp71-45g20.11	1033	0	0	0	0	0	0	0	0
LOC108191324	1142	0	0	0	0	0	0	0	0
si:rp71-45g20.10	1030	0	0	0	0	0	0	0	0
LOC110439181	1833	0	0	0	0	0	0	0	0
LOC101884148	3303	0	0	0	0	0	0	0	0
si:rp71-45g20.4	1014	0	0	0	0	0	0	0	0
dbr1	2164	0	1	0	0	0	2	0	0
armc8	2505	0	0	0	0	0	0	0	0
kcnh3	4728	20	13	6	29	14	4	4	14
idh1	2177	24	51	31	30	31	22	14	29
plekhm3	6303	188	210	79	190	60	44	22	115
fzd5	1923	260	153	83	246	123	72	27	170
ccnyl1	1399	222	254	104	314	183	122	33	183
creb1b	3825	1023	795	342	1463	616	398	213	690
klf7b	2623	916	996	334	1187	426	408	193	613
LOC101884404	477	0	4	0	0	1	0	0	0
si:dkey-29d5.1	1249	13	38	3	13	9	19	4	45
si:ch73-7i4.2	3138	12	2	2	9	6	4	0	2
LOC101884718	977	0	0	0	2	0	0	0	0
LOC100537744	1439	2	0	0	9	12	0	2	3
zgc:162396	1214	22	2	0	26	14	5	0	14
zgc:162780	1523	0	16	1	2	0	0	1	0
LOC101884827	1024	0	0	0	0	0	0	0	0
zgc:91818	1602	17	20	10	12	2	5	4	10
epb41l5	4068	302	230	118	317	157	119	64	171
ptpn4a	2779	144	185	69	201	110	63	38	112
tmem177	2063	7	3	0	2	5	0	2	3
si:ch73-116o1.2	2323	0	2	0	0	0	0	0	0
pth2r	3242	56	69	14	99	34	12	0	47
LOC569401	1224	18	0	0	16	6	3	1	7
hs6st3b	1260	3	13	3	13	0	4	5	8
uggt2	5615	0	0	0	0	0	0	0	2
dnajc3a	1900	0	0	0	0	0	0	0	0
si:dkey-46k9.4	946	0	0	0	0	0	0	0	0
fdx1	947	0	0	0	0	0	0	0	0
arhgap20	5144	0	0	0	0	0	0	0	0
rnf17	4995	0	0	0	0	0	0	0	0
cenpj	3614	0	0	0	0	0	0	0	0
mcf2lb	4488	0	0	0	0	0	0	0	0
phf11	2300	0	0	0	0	0	1	0	0
spryd7b	1783	0	0	0	0	0	0	0	0
trim13	4117	0	8	2	0	0	0	0	4
mir16c	136	0	0	0	0	0	0	0	0
mir15a-2	102	0	2	0	0	0	0	0	0
rnaseh2b	1326	1	2	0	0	0	0	0	0
LOC110438837	5063	0	0	0	2	0	2	0	0
c9hxorf21	2130	0	3	0	3	0	0	0	0
LOC101885868	7396	17	21	15	36	33	18	15	38
il1rapl1a	13313	73	132	69	78	39	41	23	84
cmss1	1123	4	4	0	27	19	9	0	17
tmem30c	4587	74	141	75	143	50	40	30	87
dcbld2	2979	83	83	22	91	40	33	16	33
col8a1a	2174	0	0	0	0	0	0	0	0
si:ch211-283e2.7	1103	0	3	0	0	0	0	2	0
jagn1a	1178	0	1	0	0	0	0	0	0
tfg	1872	0	0	0	0	1	1	0	2
abi3bp	4222	274	394	64	326	268	174	60	360
impg2a	3904	630	663	331	786	530	252	131	465
tlr20f	3359	7	7	3	6	12	1	4	9
si:dkey-100n23.3	3377	572	669	252	646	402	255	152	411
si:dkey-100n23.5	2929	231	390	194	313	128	212	86	293
mid1ip1a	1226	454	692	135	832	208	243	60	233
otc	1744	26	41	22	36	45	26	1	40
rpgra	5427	469	635	185	585	623	340	214	413
srpx	1756	191	271	102	210	114	103	28	132
sytl5	3387	295	284	98	408	200	79	58	172
asb11	1414	0	23	7	15	47	2	0	4
piga	2439	163	118	49	152	110	66	23	105
si:dkey-18p12.4	1362	0	0	0	0	0	0	0	0
zgc:113314	1463	0	4	9	27	0	13	10	9
LOC103911663	1278	0	0	0	0	0	0	0	0
gja8a	3836	56	66	58	110	55	45	10	34
gja5a	2518	46	14	22	49	42	3	3	11
acp6	1770	49	74	66	106	34	34	24	78
si:dkey-229b18.3	5076	521	551	252	794	365	261	116	434
LOC101884285	2388	58	34	25	81	46	20	7	29
chaf1b	2580	81	50	73	104	67	64	10	58
morc3a	3742	261	234	112	359	218	176	62	218
commd6	1253	60	36	19	94	85	41	14	33
tbc1d4	6383	1066	1146	573	1722	688	415	251	789
klf12b	1826	610	708	159	682	307	309	89	388
klf5b	2601	158	181	39	248	75	78	33	119
LOC101887159	1209	50	40	36	55	39	38	8	38
dachd	4871	2039	2069	619	2384	850	772	389	1247
gpr18	2031	5	6	0	16	8	14	12	9
gpr183a	1448	0	24	11	39	9	14	4	32
si:ch211-184m13.4	1725	4	2	3	15	11	13	7	5
clybl	2240	213	191	65	228	102	79	40	164
LOC108191330	4370	43	68	33	76	38	17	19	43
zic5	2587	417	411	99	403	228	109	59	181
LOC101882140	2799	41	24	27	37	31	14	12	28
zic2a	3108	1303	1333	523	1714	599	473	278	986
tmtc4	2790	237	183	66	252	98	83	34	137
si:ch211-168k14.2	4091	96	73	39	147	75	33	19	58
nalcn	6344	1155	937	445	1302	617	372	204	575
itgbl1	1294	195	187	123	233	101	94	26	62
LOC110437732	1795	7	20	10	8	6	3	5	0
fgf14	4760	559	705	299	1017	350	269	138	429
LOC103911668	1377	22	60	18	47	16	4	8	22
si:dkey-83m22.7	2535	20	32	6	20	41	16	3	3
pikfyve	7445	1060	1120	451	1548	554	451	290	800
ankrd44	7909	827	643	340	882	566	266	172	405
sf3b1	6324	5218	5721	2295	8039	3397	1980	1525	4757
coq10b	921	189	260	120	483	160	77	34	156
LOC101884351	2155	6	0	0	1	0	0	1	0
LOC103911669	1974	0	0	0	3	0	0	3	7
wu:fj66e11	2299	0	0	0	2	0	0	1	0
LOC101884425	3244	5	10	1	16	13	5	0	35
LOC101882911	2042	6	0	0	0	7	3	0	0
LOC101884483	2613	0	0	3	10	1	2	0	0
hspd1	2729	737	689	473	1148	446	476	109	536
hspe1	1242	212	275	186	452	162	261	53	285
mob4	1097	588	632	179	685	384	296	95	400
rftn2	2704	508	489	188	555	301	158	90	338
plcl1	7668	921	1027	519	1443	432	376	183	658
satb2	7462	848	839	237	1081	554	306	131	703
dnajb11	2432	286	319	114	383	266	556	93	262
rabl3	1288	58	90	30	99	22	25	19	31
gzm3	802	0	0	3	15	22	1	0	3
si:ch211-165b19.5	1746	13	7	1	9	6	2	1	9
si:ch211-165b19.8	814	4	17	5	18	20	11	2	7
si:ch211-165b19.9	912	49	29	9	22	9	19	0	26
ercc1	1384	80	81	62	136	64	25	32	76
olig1	1706	27	35	18	22	24	17	2	18
si:ch211-165b19.11	564	0	0	0	2	14	0	0	7
olig2	1657	126	128	68	186	52	65	9	81
zgc:112056	1266	147	109	58	145	88	57	14	52
mxc	2853	37	70	27	38	41	35	44	18
mxe	2299	4	16	7	12	16	9	14	7
hpx	1874	0	28	19	20	3	7	0	11
si:dkey-145p14.5	5867	302	355	206	455	386	147	91	262
LOC101883176	6005	115	154	56	183	134	71	38	97
fam160a2	6931	1276	1228	577	1572	767	542	250	1114
cnga4	2509	80	59	39	70	79	35	17	78
nhlh2	2960	338	385	149	449	219	153	52	218
vangl1	4763	548	466	178	637	170	180	73	271
si:ch211-125e6.5	788	17	27	5	22	19	30	93	36
zgc:172053	640	17	41	10	14	49	17	92	32
casq2	2771	660	559	288	641	284	372	52	308
LOC108181495	494	0	5	0	8	5	0	5	0
si:ch211-125e6.8	1405	23	9	0	23	1	9	0	11
slc5a3b	5483	238	249	108	286	221	153	82	148
atp5o	777	3041	3134	1268	3347	1459	2042	505	2332
dopey2	8289	1859	2226	956	2855	1236	757	497	1640
si:ch211-125e6.11	705	0	0	0	1	0	0	0	0
si:ch211-125e6.12	687	5	8	6	0	46	0	1	0
si:ch211-125e6.13	672	0	9	0	8	20	3	12	1
si:ch211-125e6.14	573	0	0	0	0	2	3	0	0
si:dkey-216e24.3	768	0	1	0	4	4	0	0	6
usp9	9911	4420	5139	2489	7261	2717	2104	991	3794
rpl8	1394	18402	17477	7984	23324	7871	9187	3604	14135
ddx3a	5596	1340	1942	854	2321	936	730	377	1135
nyx	3880	311	303	109	388	170	102	54	227
caska	4789	1571	1526	643	1999	799	768	300	1094
gpr34b	1353	25	28	1	30	20	5	9	32
si:dkey-216e24.9	2128	59	79	20	74	58	29	20	43
mao	4420	1301	1191	658	1778	690	669	193	1018
ndp	2744	47	115	21	86	70	38	30	59
efhc2	2568	25	43	27	60	71	18	21	20
fundc1	948	366	257	125	348	120	144	41	142
kdm6a	5837	1603	1731	727	2194	995	684	342	1175
si:ch73-147f11.1	3223	83	70	50	90	62	23	3	46
mir221	93	0	0	0	1	12	0	0	0
mir222	108	15	0	2	3	2	0	0	0
ccdc80	2604	330	319	133	362	191	153	53	157
slc35a5	3252	107	176	39	149	124	31	56	93
f5	6397	555	770	322	1181	466	374	204	665
gpr161	2354	103	107	57	113	68	56	15	72
dcaf6	4322	705	858	305	1072	416	326	170	673
mpc2	1080	662	650	248	748	370	487	88	443
nxpe3	2416	231	294	157	292	163	108	27	139
me3	2806	900	714	403	1119	448	377	123	610
ildr1b	2703	251	256	114	209	160	60	58	180
ildr2	2487	430	300	144	361	182	165	39	180
LOC103911676	3122	66	70	39	93	82	28	16	50
gpa33	1777	31	104	43	176	85	89	38	92
pou2f1b	8406	1950	1942	654	2255	948	812	343	1322
cd247l	760	7	17	6	46	29	12	8	8
LOC101887113	1070	223	219	49	259	159	90	48	202
lamp1	2345	691	621	278	751	386	307	174	408
grtp1b	1587	33	41	25	57	38	20	27	52
med14	5118	892	672	300	957	360	390	80	542
si:ch211-218d20.15	1672	121	109	28	176	42	44	36	57
si:ch211-269e2.1	4305	615	545	292	741	270	213	109	396
ppp2r3b	2917	104	196	79	224	133	105	36	137
shox	3414	549	695	284	874	307	213	113	353
crlf2	1097	0	0	0	0	0	0	0	0
slc25a6	1355	92	64	40	61	8	19	17	26
asmtl	2127	55	34	5	42	67	32	10	60
p2ry8	2226	4	12	0	4	0	0	2	0
upf3a	3336	205	203	47	323	95	87	50	154
cdc16	2159	22	45	19	60	60	26	20	34
dcun1d2a	1983	64	99	30	79	27	24	19	43
tfdp1a	2714	91	57	23	92	61	59	3	31
zgc:172067	1370	0	3	0	8	4	4	1	6
si:ch211-160b11.4	1455	0	0	0	0	0	0	0	0
jam2b	1012	13	0	0	0	0	0	0	0
gabpa	3239	33	59	37	102	27	24	16	35
appb	4046	1190	1089	517	1342	328	412	216	682
si:dkey-192g7.3	1236	35	15	6	36	4	11	6	6
ncam2	4793	217	178	110	183	93	39	27	58
zp2l1	1277	0	0	0	0	0	0	0	0
si:dkey-67c22.2	5294	488	278	121	530	222	185	66	285
rcan1a	3221	57	37	23	41	10	3	11	36
LOC101886280	727	0	0	0	0	0	0	0	0
dnajc28	1375	0	0	0	0	0	0	0	0
mab21l3	1566	0	0	0	0	0	0	0	0
atp1a1b	3276	0	1	0	0	0	0	0	0
lrp1bb	14514	2643	2762	1356	4070	1408	1068	395	1746
ralba	2451	291	277	123	294	155	141	94	233
LOC101886468	1303	7	15	0	26	37	0	6	13
LOC101886505	1245	23	31	11	32	13	9	2	13
si:dkey-3d4.3	1644	154	131	69	176	70	56	46	106
inhbb	3021	128	320	104	266	152	87	40	139
gli2a	6039	1015	1022	480	1587	678	512	214	713
slc15a2	3229	606	722	397	567	544	228	133	652
hspbap1	1705	23	40	7	47	35	30	12	32
dirc2	3047	553	539	240	587	197	245	106	322
sema5ba	4843	862	762	256	1192	323	286	123	443
pdia5	2069	358	388	196	345	271	241	66	273
sec22a	1595	239	247	126	321	137	117	62	237
adcy5	3814	427	376	165	662	182	123	82	300
hacd2	2079	619	682	360	794	446	292	88	661
stam2	2962	467	399	179	650	282	273	104	366
cacnb4a	2759	349	320	134	424	97	115	71	194
si:dkey-219c10.4	2807	26	59	27	59	45	39	18	24
nifk	1301	263	317	153	380	201	190	50	275
clasp1a	7390	1973	1717	704	2298	841	681	276	1064
tfcp2l1	2294	30	51	28	69	30	35	3	11
ddx18	2166	514	667	376	945	504	405	148	693
ccdc93	2298	262	393	98	429	198	185	78	268
plcd4b	4100	344	342	172	418	248	188	76	288
znf142	5539	342	329	121	411	165	131	95	270
bcs1l	1689	91	90	57	165	57	52	20	85
cyp27a7	2392	372	366	226	457	292	159	60	275
cyp27a1.2	2629	28	7	8	23	20	14	10	30
zgc:136333	2015	87	135	30	86	79	32	24	56
cyp27a1.4	1962	35	41	28	50	20	10	4	33
mcm3ap	6898	540	519	257	747	358	181	82	347
lss	2488	17	15	28	19	53	6	2	18
lmln	3370	101	120	71	85	55	60	12	35
osbpl11	3156	345	309	199	397	253	75	73	203
si:dkey-101k6.5	2793	120	171	130	207	103	61	57	154
snx4	2508	461	421	241	605	292	285	119	322
znf148	3777	445	445	162	596	317	193	104	415
slc12a8	3238	21	37	15	45	62	17	3	19
heg1	4550	498	506	202	551	233	216	80	271
tas2r201.1	942	0	0	0	3	8	0	0	2
tas2r201.2	978	0	1	3	1	2	0	4	0
tas2r3	1029	11	25	14	4	94	11	9	28
kansl1l	4006	38	44	22	83	76	22	20	34
map2	6804	1965	1763	658	2544	760	721	300	1218
myl1	1089	8849	9193	5030	11042	4580	4025	1077	7060
cps1	6947	47	61	52	97	133	23	17	40
erbb4b	6766	777	878	412	1161	540	343	145	619
LOC108191339	605	54	22	14	51	25	12	7	58
LOC101883027	434	13	0	0	0	0	0	0	1
LOC103911682	946	6	17	5	12	15	3	10	12
LOC108191338	6992	0	5	1	6	12	3	2	1
si:zfos-1425h8.1	5062	162	217	211	235	280	102	71	181
LOC110440048	1549	4	14	3	9	9	2	5	6
LOC103911684	1173	20	1	0	37	15	5	2	11
vwc2l	896	173	195	82	257	87	61	34	98
bard1	3769	90	42	25	109	102	34	4	48
abca12	18823	6000	7308	3317	8519	4754	4237	1108	6052
pofut2	1487	45	59	33	93	25	13	19	33
hibch	2155	399	301	149	445	223	179	42	257
mstnb	2178	65	87	39	102	35	25	17	94
pms1	2862	168	304	120	297	229	103	91	196
ormdl1	1633	326	422	165	475	247	218	99	302
adat3	1476	92	77	25	121	38	41	24	73
osgepl1	1378	41	22	15	45	65	10	9	27
ankar	4298	20	32	5	59	71	18	25	33
zgc:136439	979	58	65	45	94	55	26	11	63
asnsd1	2389	157	148	75	221	106	63	22	114
slc40a1	3757	1265	1187	560	1424	628	518	256	793
wdr75	2770	592	560	273	764	451	429	144	609
stat4	2973	101	210	74	242	106	113	113	141
stat1b	6517	98	169	41	153	185	179	92	142
glsb	5037	812	1039	420	1246	492	454	238	624
nab1b	5739	271	216	132	367	170	144	67	166
nemp2	3899	217	138	57	234	136	94	71	172
mfsd6b	3139	149	195	63	284	114	40	43	112
spegb	15527	4447	3809	1383	5028	1875	1655	627	2654
mir732	85	0	0	0	3	1	0	0	0
ctdsp1	6105	846	984	504	1455	748	397	194	679
mir26a-1	78	9	2	0	14	2	0	0	0
obsl1b	10640	1492	1405	543	1987	779	594	308	1004
si:dkeyp-30e7.2	1764	4	31	8	4	6	4	2	10
col18a1a	6608	2724	2536	1429	3294	929	1093	274	1341
pcbp3	4322	3310	3141	802	3546	1278	889	502	1871
lrrc3	2288	27	43	27	49	29	24	1	44
si:dkey-10c21.1	1001	9	11	2	14	18	6	4	13
calcrla	1680	351	411	170	503	326	204	123	356
tfpia	2289	546	614	217	524	483	273	140	328
LOC103911686	855	0	6	0	0	3	0	2	0
gulp1a	1785	152	235	76	249	147	105	52	144
col5a2a	6174	4707	4911	2558	5813	1611	2000	500	2117
fkbp7	867	36	58	11	79	56	29	16	48
ttn.1	89297	323522	334382	138607	486711	172714	141800	56227	259752
ttn.2	94704	285534	281435	123926	416292	144846	125803	46037	220751
ccdc141	5930	390	445	201	544	252	216	93	274
sestd1	3379	760	672	367	813	307	239	127	329
znf385b	2444	513	535	93	625	219	204	129	354
cwc22	3295	652	844	357	1047	368	369	153	566
ube2e3	1692	1699	1232	396	1557	529	545	246	884
itga4	4366	289	302	156	515	203	130	50	264
cerkl	2043	91	97	55	92	59	18	21	48
LOC110440049	11965	276	193	78	302	280	117	77	155
neurod1	2243	2632	2505	836	2899	1121	985	373	1175
ssfa2	4702	799	1166	319	1369	547	427	259	616
ppp1r1c	1755	186	181	46	191	83	39	35	116
LOC101882689	1383	3	8	2	9	6	10	1	25
pde1a	4258	501	504	267	516	273	168	123	332
LOC103911689	1824	33	43	28	122	69	36	19	69
dusp19a	1056	19	4	0	22	24	6	0	8
nckap1	4544	2764	2793	1124	3800	1194	1290	391	1871
frzb	2599	249	232	121	228	174	172	39	156
dnajc10	2840	127	178	138	218	161	116	36	92
zgc:66484	2200	184	242	158	286	72	127	36	199
vil1	3377	3076	2733	1817	3928	2003	1095	436	2765
itgb2	3645	84	176	52	225	119	53	99	139
retsatl	2042	1	11	4	10	28	3	0	0
adarb1b	3782	1015	930	474	1374	391	352	170	584
agr1	828	554	667	334	692	516	498	138	544
traf3ip1	2756	513	544	145	551	314	237	142	404
LOC101882148	3225	14	6	0	8	11	2	7	11
asb1	1309	7	35	26	28	27	14	5	49
LOC110440056	1431	1	12	14	14	14	0	6	5
twist2	1046	115	139	96	103	97	67	17	96
hdac4	4912	2184	2436	971	3186	942	828	405	1326
LOC559107	6133	1112	1102	887	1499	1032	318	186	1149
lct	7244	240	256	190	394	271	90	63	227
cx43.4	2357	427	499	239	504	229	259	61	283
LOC110440050	586	12	33	1	25	8	2	6	18
slc4a3	5811	985	838	412	1123	517	270	144	688
LOC103911691	547	0	13	0	9	26	10	0	10
igfbp2b	1208	252	252	136	262	108	171	28	105
igfbp5b	6049	2246	2733	1083	3178	1551	1149	430	1773
LOC103911692	2565	94	150	61	122	103	47	29	83
LOC108191357	1990	0	9	14	2	34	0	15	2
tns1b	8994	4293	4627	1708	5772	2457	1796	790	3000
gpbar1	2009	4	27	7	13	21	15	2	0
zgc:92380	1717	867	805	307	1033	600	312	182	704
arpc2	1350	938	1238	590	1495	881	586	236	1017
LOC797181	1498	5	6	8	4	12	6	6	6
cxcr2	1203	7	4	0	6	0	1	3	0
mettl5	954	96	132	30	135	91	44	13	62
klhl23	3198	366	250	124	446	198	141	55	225
trnar-ccu_15	73	0	0	0	0	0	0	0	0
trnam-cau_165	72	0	0	0	0	0	0	0	0
trnam-cau_166	72	0	0	0	0	0	1	0	0
trnam-cau_167	72	0	0	0	0	0	0	0	0
trnar-ccu_16	73	0	0	0	0	0	0	0	0
trnam-cau_168	72	0	0	0	0	0	0	0	0
trnar-ccu_17	73	0	0	0	0	0	0	0	0
trnam-cau_169	72	0	0	0	0	0	0	0	0
trnai-uau_46	72	0	0	0	0	0	0	0	0
trnam-cau_170	72	0	0	0	0	0	0	0	0
trnam-cau_171	72	0	0	0	0	0	0	0	0
trnar-ccu_18	73	0	0	0	0	0	0	0	0
trnam-cau_172	72	0	0	0	0	0	0	0	0
trnam-cau_173	72	0	0	0	0	0	0	0	0
trnam-cau_174	72	0	0	0	0	0	0	0	0
trnam-cau_175	72	0	0	0	0	0	0	0	0
trnam-cau_176	72	0	0	0	0	0	0	0	0
trnam-cau_177	72	0	8	0	1	1	1	2	2
trnar-ccu_19	73	0	0	0	3	0	0	0	0
trnam-cau_178	72	0	0	0	0	0	0	0	0
trnam-cau_179	72	0	0	0	0	0	0	0	0
trnam-cau_180	72	0	0	0	0	0	0	0	0
trnam-cau_181	72	0	0	0	0	0	0	0	0
trnam-cau_182	72	0	0	0	0	0	0	0	0
trnam-cau_183	72	0	0	0	0	0	0	0	0
trnar-ccu_20	73	0	0	0	0	0	0	0	0
trnam-cau_184	72	0	0	0	0	0	0	0	0
trnai-uau_47	72	0	0	0	0	0	0	0	0
trnam-cau_185	72	0	0	0	0	0	0	0	0
trnam-cau_186	72	0	0	0	0	0	0	0	0
trnar-ccu_21	73	0	0	0	0	0	0	0	0
trnar-ccu_22	73	0	0	0	0	0	0	0	0
trnam-cau_187	72	0	0	0	0	0	0	0	0
trnam-cau_188	72	0	0	0	0	0	0	0	0
trnar-ccu_23	73	0	0	0	0	0	0	0	0
trnam-cau_189	72	0	0	0	0	0	0	0	0
trnai-uau_48	72	0	0	0	0	0	0	0	0
trnam-cau_190	72	0	0	0	0	0	0	0	0
trnam-cau_191	72	0	0	0	0	0	0	0	0
trnar-ccu_24	73	0	0	0	0	0	0	0	0
trnam-cau_192	72	0	0	0	0	0	0	0	0
trnam-cau_193	72	0	0	0	0	0	0	0	0
trnar-ccu_25	73	0	0	0	0	0	0	0	0
trnam-cau_194	72	0	0	0	0	0	0	0	0
trnam-cau_195	72	0	0	0	0	0	0	0	0
trnam-cau_196	72	0	0	0	0	0	0	0	0
trnar-ccu_26	73	0	0	0	0	0	0	0	0
trnam-cau_197	72	0	0	0	0	0	0	0	0
phgdh	2376	108	208	184	298	117	215	24	157
ccdc173	1937	52	115	32	99	122	49	38	56
fastkd1	2818	278	310	164	407	261	116	59	261
klhl41a	3411	175	182	79	232	106	52	56	86
bbs5	1453	71	132	40	92	88	48	22	81
col28a2a	3831	333	204	85	436	171	146	59	136
zgc:172182	1276	53	67	31	138	53	24	21	73
lrp2a	14269	2514	2843	1534	3954	1548	1030	399	1864
rdh1	1564	438	328	226	636	264	93	42	259
dhrs9	1144	456	440	264	590	264	175	88	314
abcb11a	4974	250	395	181	537	229	95	42	298
spc25	1091	23	35	17	35	12	22	8	10
nostrin	2591	66	121	92	135	87	37	32	107
cers6	2122	239	203	109	206	144	79	37	119
stk39	2192	183	115	87	173	148	41	37	97
b3galt1b	2776	217	269	122	370	160	72	67	160
xirp2b	10195	4944	4911	1754	7110	3341	2101	1600	4747
csrnp3	2690	584	520	263	749	203	196	81	349
galnt3	2896	127	108	58	133	91	287	24	50
ttc21b	4300	325	445	238	491	302	108	77	296
scn1a	6407	249	437	219	456	263	164	92	260
slc38a11	1921	49	63	47	76	55	22	7	48
cobll1b	4652	1241	1110	424	1372	654	685	288	953
grb14	2282	303	209	80	283	119	48	58	144
fign	4978	329	421	141	484	187	166	66	179
LOC101883476	1827	185	155	53	236	72	48	17	108
LOC101883600	2228	189	186	83	217	104	66	23	87
ifih1	3358	115	192	76	239	164	64	61	93
fap	3256	287	289	150	297	191	130	52	178
gcgb	591	0	52	7	36	5	10	5	17
slc4a10b	4524	1057	1147	489	1402	671	415	206	755
tbr1b	3855	347	221	118	351	230	133	44	188
tank	1570	107	130	42	174	45	63	62	82
LOC100333618	1161	445	569	184	586	352	242	96	353
cd302	3658	579	619	242	675	389	328	129	492
LOC100536981	5208	716	667	198	873	295	241	122	350
LOC110440051	284	12	18	14	6	24	6	0	4
LOC103911696	316	0	9	0	8	9	2	1	0
tanc1b	6288	738	897	454	1055	468	246	133	561
LOC101884179	484	0	0	0	0	0	0	0	0
dap1b	901	1257	1387	560	1554	871	521	367	1082
LOC101885164	636	37	39	0	23	1	53	5	21
nme8	2355	12	68	11	16	58	11	7	16
smarcal1	3109	149	121	48	170	95	39	16	91
march4	1611	28	65	24	58	22	6	7	43
xrcc5	2498	129	95	65	170	67	41	20	109
tmem169b	1626	79	68	90	150	90	62	29	67
LOC110440054	775	7	11	12	21	16	0	7	16
pfkla	4190	1006	965	545	1376	514	389	169	669
si:ch211-45c16.2	4193	164	167	47	192	65	45	10	123
LOC101884915	7599	16	6	11	24	6	1	2	16
trpm2	5169	281	306	182	340	230	56	55	133
il1rl1	2433	7	33	9	18	64	6	11	13
LOC108191349	639	2	8	0	17	3	5	0	0
LOC799279	4608	25	104	61	45	140	29	29	98
zmp:0000000936	3516	235	232	123	241	164	119	36	153
LOC101884991	1155	48	14	1	23	11	12	9	7
LOC110440052	720	10	15	3	12	37	0	2	10
sox21b	1347	176	91	70	195	75	76	17	111
dct	1868	962	1074	492	1121	522	564	106	744
gpc6b	1632	22	18	11	16	22	14	0	26
mir92a-2	95	7	16	3	6	5	4	12	6
mir18b	87	9	7	1	4	2	0	3	0
mir17a-2	83	0	0	6	11	0	0	0	2
slitrk5b	2810	208	237	104	285	128	116	33	177
pcdh8	3093	312	250	166	360	182	151	48	211
si:ch211-199f5.1	4496	450	588	205	578	306	142	85	319
lect1	1745	815	840	449	1055	455	405	75	358
ednrbb	1437	2	4	7	5	27	4	0	2
cog3	3707	475	659	223	769	436	269	159	461
mid1	3173	302	419	154	565	170	99	62	244
frmpd4	5909	1048	1128	590	1661	552	334	176	670
tlr7	3390	64	103	7	106	56	27	13	32
LOC100332583	4316	13	12	6	3	13	0	1	2
tmsb4x	680	5210	6886	1998	7602	3933	3382	1511	5443
LOC110440055	1244	264	202	118	243	156	137	48	233
rbm27	3815	1156	978	268	1170	457	469	180	762
pou4f3	996	107	99	28	118	42	25	13	65
il13	892	9	21	4	6	3	5	4	10
rad50	4172	411	277	150	387	222	214	69	196
si:ch211-79h18.2	4993	7	17	14	11	29	6	18	3
drd1b	2043	542	375	187	525	248	140	91	426
trnal-aag_221	82	7	2	0	0	0	0	0	0
egfl6	2113	782	820	478	1048	377	386	87	594
rab9a	945	118	177	135	242	84	48	31	104
trappc2	2766	167	234	70	247	163	124	44	161
ofd1	3112	349	266	142	415	223	136	66	212
gpm6bb	1146	1775	1595	564	1607	651	667	290	806
glra2	2193	140	137	43	170	138	73	21	103
fancb	2318	1	9	4	27	22	6	6	5
mospd2	2449	343	337	205	527	181	173	82	266
gpr143	1665	112	104	72	116	77	58	28	85
tbl1x	4177	158	181	121	182	113	99	35	142
LOC100535716	1988	260	344	161	311	107	114	46	196
nlgn4b	4740	542	482	179	596	195	246	77	236
mxra5b	8360	771	879	407	973	624	409	154	625
arsh	2859	195	270	85	322	144	140	62	149
si:ch211-39i22.1	3257	1960	1938	712	2162	925	1137	330	1340
LOC101884336	1988	142	117	38	152	31	34	28	49
asmt	1342	220	186	55	182	80	112	35	85
akap17a	3923	893	778	234	908	423	290	224	646
sowahca	1794	90	98	48	181	68	56	32	95
sept10	2605	980	893	326	1037	587	405	183	582
edar	1515	111	170	40	179	97	41	17	105
LOC100333807	826	13	25	2	2	6	5	3	9
tbc1d8	7323	377	318	212	493	353	177	110	433
rpl31	1228	6909	7934	3219	8305	3410	4826	1845	6700
cnot11	1873	308	215	112	445	147	92	42	162
lcp1	2237	148	256	109	306	108	65	92	163
LOC110440053	2535	15	2	0	28	10	10	2	0
LOC101885626	937	11	0	2	5	5	5	0	2
LOC108191351	3373	181	133	131	153	229	42	35	94
rab3gap1	3120	816	909	371	1336	470	325	168	577
nek5	754	15	11	0	15	24	2	2	0
actr3	646	1062	1077	613	1486	472	348	161	717
gpr39	2805	883	774	321	1049	323	184	83	392
nmi	1343	251	359	224	395	268	98	136	265
LOC101885096	1245	34	51	22	39	47	27	29	51
LOC100148704	5096	79	140	65	138	103	60	58	63
ubxn4	1139	196	212	74	275	73	92	25	108
tiprl	1833	225	208	76	271	96	111	42	114
riox2	2287	267	264	175	473	136	64	26	118
crybg3	4462	623	644	306	925	278	215	104	426
sim2_1	996	20	34	9	38	28	14	9	31
hlcs	1828	150	256	113	288	87	49	33	82
dyrk1aa	4393	1179	1265	630	1816	558	379	218	781
dscr3	1285	313	231	102	372	137	124	39	241
ttc3	6538	1585	1450	736	1958	677	617	346	1030
pigp	1971	188	185	95	235	90	95	25	95
ripply3	1468	1	20	4	29	17	5	4	17
